candidateID,candidate_name
FAArByhF2Z,Alhaj Sanaullah Khan Miankhel
8ZtvJAPuDR,Molana Atta-Ur-Rehman
wibKGpE9Ms,Farooq Khan
9Yu3VkaTcA,Abdul Waheed
7ytufACZJY,Abdul Sattar Afghani
gE5hEBpDnm,Nasreen Jalil
RnlFB2JSb7,Dr. Mirza Ikhtiar Baig
CB6uTGe29T,Mamnoon Hussain
lxYeU495c9,M. A. Wajid Jawad
PAoc0rAKM2,Syed Kamal Shah
1SMzWMV83T,Syed Javed Umer
hfGplxGAkp,Nazir Ibrahim Sheikh
dZZP7lk1ks,"Surriya Rahim, Adv."
KJV6cPJPiP,Khalid Kamal
IusaWpa8qj,Noor Muhammad
r7wudKiINW,Awais Siddiq Jangda
PAYdUCYdD6,Tahir Sharif Khan
T2CZTPiufU,S. M. Altaf
GV8zYGElRW,Raja Arif Sultan Minhas
ACsAWeMpKE,Syed Safwanullah
bSugtpdJvY,Abdul Ghaffar Umer Kapadia
eea5DKJ2dJ,Mushahidullah Khan
Gs4uYsMBh4,Qaiser Khan Nizamani
SzDhrR6qek,Sultan Ahmed Chawla
ONDpQGHA5E,M. Shahzad Muneer Qadri
AAtlMa9Reh,Mehboob Ali Rajput
y5jFiYSXSD,M. Ashraf Memon
WZQeGgnfmi,M. Umer Khan
ZMTL37GPbe,Dr. S. M. Zameer
2XZQchm84i,Dr. M. Ali Imran
b9Xj6IiBWi,M. Hafeez
ctzU3jtSV0,"Raja Gul Nawaz Khan, Adv."
lXgfx4LOvL,Abdul Razzaq
x9o0vlYjAK,Syed Tariq Ali Hashmi
pzIgyIIBMO,Manzoor Ahmed Bhutta
udXJ4QZJHw,Molana Ehteram-Ul-Haq Thanvi
yLCh7QriLJ,M. Arshad Khan
L0ZyjMr2AE,Syed M. Sohail
Pcl265JcoG,Zahid Khan
IpDFjSrmHi,Syed Marghoobb Hussain
zEK6qULkcu,Hamza Ahmed Dawood
hnuGFjHLrf,M. Hussain Mehanti
tl1yIoIRMY,"M. Intizar Hussain Qureshi, Adv."
ECn2pHuHKB,Najma Saeed Chawala
NbeRyXSLAn,Abu Bbakar Shaikhani
Paf9QeNMNz,Aasia Tariq
UQQ6Na9O3Q,M. Fazal Abdul Majeed Noorani
2L5FmHvz3J,Saeed Shafiq
S94TtM29eG,Syed Shakir Ali
GjJxgcrDWT,Rehmat Illahi Sheikh
iIDRtIwWTv,"Athar Waseem, Adv."
Ws762jens8,Nasreen Jalil
9wl1ShqD0K,M. Shamimuddin
vMVEoYkrMj,M. Rafiq Qadri
NSA6nYoxFP,Ghulam Hussain Pirzada (Rtd)
hwcIlsG7Pi,Fatehyabb Ali Khan (Rtd)
NBYmCN1Y7h,Asadullah Bhutto
p3DkTjwdzi,Prof. Dr. M. Fahimuddin
LLjYJGcjyL,Shafi M. Shah
ptlfQwW0iz,Ali Haider Saleem
K0q8mqKv4a,Hafiz Moinuddin
uOuRZloM9J,Zain Ansari
BHnzT41CWI,Wing Comdr. (R) M. Nawaz Asim
g8dytKjvUy,Shan-Ul-Haq Pirzada
alWW86VIqd,"Syed Sitwat Hussain Niazi, Adv."
2E79Xmr4P7,Nazeer Ibrahim Sheikh
KFITmT0jkV,M. Yusuf Qureshi
P3CyfmYI7y,"Fahmida Khatoon, Adv."
L74IurGVVW,Syed Abdul Raqeeb
b3tBgLjkyG,M. Qutub-Uz-Zaman
j11sGJn9eh,Syed Irshad Hussain
Uh2fl3YcAq,"Lt. Commdr. (R) Hafiz M. Mukhtar Ahmad Ghazi, Adv."
mqcBK4Q6gM,Syed M. Sharfuddin
ZoxFS0zPUM,Qazi M. Muhzhar Rehamani
EBDUTUSfma,Nawab Mirza Adv.
K7wrvaDkTp,Syed Zahid Siraj
i7erijSlYX,Molana Abdul Hafiz
RWGc99fIeL,"Farzana Latif, Adv."
EBMGSxVZro,Engr. Sarwat Ijaz
yklAR4lzkq,M. Akhtar Shad
2js5cOh3mz,Akhtar Hussain Awan
IhlcbdxzaY,Dr. Abdul Ghafoor
jsr0blrGCC,"Ali Haider Saleem, Adv."
46qh6P3oh5,M. Kaleem-Ur-Rehman
roLnbmuFQV,Ameeruddin Meo
f4sv7yayOm,Prof. Dr. Fahimuddin
GcWudvtJ3Y,Saghir Siddiqi
90ou1fXCLa,Dr. Qadeer Ahmed Abbasi
w1sOz07BNf,Mehmood Ahmed Qureshi
kc6CruadPC,M. Aslam Mujahid
yATx8HNwvA,M. Abrar-Ul-Haq
0iyYypQ6m2,Syed Naeemuddin
8RFgWuir5O,M. Ali Hamza Gohar Alias Hamza Ali Qadri
7uwMT0BQ34,"Shamsudduha, Adv."
MrjytHRzeQ,Tariq Khan
jCG0rsLKiI,Javed Iqbal Khanzada
87HYqCWfA6,Waseem Muzaffar Khan
0VhRXq3Srv,"Abdul Sattar Ibrahim, Adv."
0SR031WDPh,Khalid Hamid Sheikh
fP3UVv3qMQ,Iqbbal M. Ali Khan
6SbkiVrwAC,"M. Hasim Siddiqur, Adv."
NWMylfH3Nf,Syed Abid Ali Jaffri
vZEm21UC76,Riaz Ahmed Mazari
zo6q7YC3BC,"Syed M. Nihal Hashmi, Adv."
cR45ooG7PI,D. Qadeer Ahmed Abbasi
8FHIlmzr9Z,Syed Marghoob Hussain
JCRTSumzCH,Rana Munir Ahmed Khan
VdP6X825BR,Imtiaz Jave
rLZ7JcaHde,Kamran Shahzad Rana
3B1PMtow5b,Syed Mehmood Hussain
YJj0QGogth,"Abdul Qadir Anwar, Adv."
YO4PnvfBqn,Sohail Ahmed Khan
yCNxyEfyXB,Haji M. Hanif Tayyab
e48WiuRKui,Prof. D. Faheemuddin
EnsH91bNr3,Syed M. Aamir Khalil Qadri
Qlm74LYpEm,Sher Ali Rizvi
ps5thbNBX1,Fatehyab Ali Khan (Rtd)
sMwM5fVC3L,M. Shamim Siddiqi
9YeUNuAvSa,Osama Razi
43QRJw1GdQ,"Sardar Akhtar Hussain, Adv."
FMZEgrwscl,Qamar Niaz
EFqIKyPWyH,Mirza Yusuf Hussain
0x0ikZXP6L,Rahim Adil Sheikh
vi9qe4gazM,"Fahim Riaz Siddiqi, Adv."
Jw1QRTUxej,Shazi Batool
4RmSmlaebg,Akhtar Rohila
UrsFJVHueG,Naseem Naz
1blEf8UUcr,Salahuddin
3Ns9ux65w6,Abdul Khaliq Khan
4X7ZnTXIfZ,Barkat Ali Khan
gc3AS61vfW,M. Hashim Ali
tPTcFKHnDB,Sher M. Baloch
kUrrAkMM5Z,Abdul Hakeem Baloch
iT7NS8jyfA,Molana Abbdul Shakoor Khairpuri
oaNapGyfRs,Syed Ameer Hussain Shah Lakhyari
Pb8EQePjU4,Aleem Adil Sheikh
EoozUgLfPb,Molana Zain-Ul-Abdeen
MOWKdf3f85,Yousaf Masti Khan
ksKY8aoJul,"Rab Nawaz Kahn Niazi, Adv."
RGFHZBMfg8,Iftikhar Shah Bukhari
tBOIBjxoYk,M. Yaseen Khan
epBrLeu1FJ,Molvi Shabbir Ahmed Usmani
UT2uSqaTWw,Nisar Ahmed Soomro
Nr8VHj03DT,Salahuddin Khan Gandapur
aCCW0jpIbX,Faisal
8bgf4REGNn,Zafar Ali Sahto
r1y5kvxeX2,Dr. Syed Iqbbal Saeed Shah
8OzV88rMQs,Agha Tariq Ahmed
cRHETyEdZP,M. Rafiq Baloch
fu5Ww5CZNx,Shahid Riaz Baloch
QTaYetmT64,Molvi Noor Muhammad
wfO1Ap7jPC,Mehmood Khan Achakzai
6oJUZRPvfk,Syed M. Fazal Agaha
rrPeLuycKr,Saadat Ali Hazara
M6PL8lr8PK,Mian Saifullah Paracha
dgl85n0rdF,"M. Ayaz Khan Swati, Adv."
ygzte1mOkA,Taj M. Jamil
NJwnHpymkA,Khudai Noor
qqsbOrbRlO,"Nazar Muhammad, Adv."
6PwDd4uYv1,M. Yousaf Shahwani
EKWHrUnRxg,Syed Abdul Habib Shah
Hd0Es4KzhL,Abdul Majeed Ghori
IUyrqqx2NJ,Malik Abdul Qahir Khan Kasi
2sMDvDsVx1,Yayha Bakhtiar
s5uGkAZi99,Ghulam Ali Haideri
leByOGTpvE,"Khalid Dogar, Adv."
Ha5MBCZHHj,Gul Rehman Kakar
nMkjAWcLXR,Sardarzada M. Najeeb Sanjrani
BwarypQyuW,Molana Nasib Ali Shah
clcJRQNwFP,M. Mustafa Khan
PVvl9ZR5yZ,Saif-Ur-Rehman
tLuhTEMF1m,M. Roshan
iJ5X6BKHge,Hafiz Hussain Ahmed
tP6uACcWhU,Haji Baloch Khan Mengal
6NyAYMkrkq,Sardar Fateh M. M. Hassani
kj4NMI6KCQ,"Habib Jalib Baloch, Adv."
gglWK0UMkr,Ghulam Farooq Baloch
jA0Zn8pABV,Hussain Ali
r0ebnCh1fA,"Mir Nauroz Mengal, Adv."
ooeDmnh8Vg,Abdul Wahid Shakir
15X0qafD8e,Agha Syed Faisal Shah
xnTRkL7Cec,Liaquat Ali
iKPE2xyTq6,Sardarzada M. Najeeb Sanjrani
74GKrsbfTT,Haji Gul M. Dummar
qPX9YTdVJR,Dr. Kaleemullah Khan
u6rUgkgaqZ,Khalid Khan Kakar
hhMHdOxQn0,Haji Nizamuddin Kakar
8lHk8iqUlO,"Abdul Waseh, Adv."
m2KRI58ClU,Dr. Zafarullah Kakar
pCSLbM85gS,Abdul Wajid Watanpal
gTvr8m5iWd,"Azizullah, Adv."
DjeuZ3GO4x,Abbdul Hadi Tareen
OF5lxRhVZC,Ali Ahmed Kakar
wMaXS2h6I6,"Noor Khan Tareen, Adv."
I6MWmiVw3l,Hafizullah Ameen
PugJAxJ5jf,Molvi M. Khan Sherani
NVJ0hsWqNv,Nawab M. Ayaz Khan Jogezai
nEqSX3lEFC,Malik Shamsuddin Kakar
q4udAieVmt,Azizullah
6ppve6OJkC,Shamsullah Kakar
3Dz9iP8zHY,Fazal-Ur-Reham Kakar
nYQhDnNdiV,Haji Akhtar M. Mandukhail
3EizF3ksGl,Malik Mauladad Khan Sherani
eASVo7VNkR,M. Ismail Khan Bbazai
wXWxXDKT4O,Aziz Shah
ss8DYv8T4S,Haider Bugti
YGMtuGu1iJ,Mehrabb Khan Baloch
1JDnHZU07R,Mir Bakhtiar Khan Domki
45HPtYrtzL,Ahmed Jan
yuPJzCYxQt,Hafiz Abbdul Qayoom
Zh9xCRGNHV,Hasnain Iqbal Minhas
Uud6mdKgEz,Taj M. Jamali
IowY6ISaD8,Tariq Hussain Bugti
l4GmStOYNi,Tariq Hameed Dumar
6MPneQM4Zp,M. Iqbal Marghazani
8Tf7OrVupp,Haji Mir Zafarullah Khan Jamali
6qEuf8IBd7,Munawar Alii Khosa
JVa3Vj5Q7n,Dr. Hafeez-Ur-Rehman Khosa
eOI9Vqy0eb,Arz M. Bhanger
QnYgcShMhd,M. Hussain Gola
RnnLEdEeP9,Yasir Hussain Khosa
UV7ZCxgg2F,Abdul Ghafoor Mengal
41nNyV4MIX,Adul Razzaq Baloch
ArIM3U8NHv,Abdul Fateh Abbro
5Rfmzwalff,Sardar Yar M. Rind
W7C6wx5H8I,Nawab M. Aslam Khan
Fe4jB1hM1s,Dr. Abbdul Hayee Baloch
5h75af0zXh,Molana Syed Abdul Malik Shah
1hzOdugAzC,Pir Bakhsh Jamoot
jaPs8zM9QI,Mehar Ali Jamoot
QhsblqIDsY,Mir Zulfiqar
tP2rpeYUyz,Molana Abdul Ghafoor Haideri
g5XovUBihI,Mir Kamal Khan Bangalzai
2IDs0RbjRS,Mir Munir Ahmed Shahwani
DdcYHcodTX,Sardar Sanaullah Zehri
U8OsQAC1GP,Dr. Abdul Hakeem Lehri
AugbCuPvrk,Abdur Rauf Mengal
jmiTN6BtyU,Mir M. Ayub Jattak
vcG9f2bBsu,Mir Younas Aziz Zehri
ahLV5ESS7p,Mir M. Ishaq Mengal
mqT6cJoa5d,Mir Zafarullah Zehri
NsMUjhW2xT,"Mir Bashir Ahmed, Adv."
e1miROSkiF,Mir Meehrullah Umrani
uvGdJgqMhd,Molana Amanullah Khan
zsiZx38gDM,Anwar Saifullah Khan
5ZcgR0glOg,Pir Abdul Qadir Al-Gilani
pz9yao4PQR,Abdul Karim Lasi
PUqDeBd8dr,M. Usman
yTGv6BYNFJ,Molvi M. Suleman
iBQt8Rvu9V,Abdul Wahab Bizenjo
wrwHIRWnRn,Bizan Bizenjo
VYhZ3YzApp,Dr. Nasir Ali Qambrani
ISas489SrG,Allah Warayo Lasi
brUlJcu1Jz,"M. Ashraf Khan Tanoli, Adv."
7BIJdUWyBF,Molvi Rehmatullah
cXri06qgMv,Abdul Khaliq Baloch
fxeYx8NkTz,Sardar Fateh M. Hassani
cwzr2q3TJK,Amanullah Gichki
zSQca8MLot,"Abdullah, Adv."
NdsVayYfuh,M. Azam Raki
8aAx8WW9dG,Dr. Sardar M. Hussain
ShVveP93Gs,Zubaida Jalal
kHa8udZ5oI,Dr. Abdul Malik
6Z5z6EAaHl,Molana Abdul Haq
aX4FWJOtIo,Jamil Ahmed Dashti
O20NX6ZY1w,Fida Hussain
UqXpL86IXe,"Sher Akbar Khan, Adv."
J2suWRdhbd,Abdul Mateen Khan
9IuUPNsE2o,"Said Raheem, Adv."
dx632jr1cY,Usman Shah
ngTYYPu6du,Ali Sher Khan
BHHA7s4Rlk,Qari Abdul Baees Saddiqi
WcQoJ8S5GV,Adnan Aurangzeb
QpVnzdgj4b,Imran Khan
Y3totNGqW0,Shamser Ali Khan
O343qz8CgB,"Azeem Khan, Adv."
Wx53GljoOe,Qari Fayaz-Ur-Rehman Alvi
2let5IwZqN,Karamatullah Khan
VZwvpPs5Bm,Arbab M. Ayub Jan
vlhElIKalr,Iqbal Zafar Jhagra
SBeLeqEDBb,Hidayatullah Khan
Wyj5g17Hay,Saleem Akbar Khan
Ke3MmrTy0K,Akhtar Ali Khan Nahaqi
vZo8XW29LV,Fazal-E-Subhan
GRyhMRadZn,Shujaat Ali Khan
B20IGJjrgO,Salim Rehman
EL3GUIAIIH,Shaukat Ali
pf3sCmx0Hg,M. Mukhtar
rUbQMtypTe,Dr. Shahabzada Liaqat Ali Khan
jXAL9XGegy,Amir Muqam
KPJiShCAe8,Dr. Safeer Khan
Rl3NsUfCQb,Afsar-Ul-Mulk
2W4RHXEeZq,Jamalzeb Khan
5dE9dBW1gv,M. Saleem Khan
qCuLYeMznl,Ibadullah
SJ7FTB2FAJ,Abdul Akbar Khan
oiCd5gabZr,Iftikharuddin
b65B8YkogZ,Sardar Ali S. Aman
6f5OmVyKdX,Abdul Latif
b74J4rRcJn,Molana Asadullah
JdVI6MNoWQ,"M. Anwar Khan, Adv."
qMk9srWkqe,Barrister M. Islam Khan
dLk65RPuPM,Gul Zamin Said
mqt9fd99wV,Sultan Ali Shah
G3FGzQjpOa,Qazi Hussain Ahmad
U1xaPWIiIF,M. Ayub Khan
hN07mvwnnI,M. Bashir
wemig2I8os,"Sardar Abdul Hakeem Tajak, Adv."
nBmysmviRg,Aurangzeb Khan
o7MRO0I6M0,"M. Rashid Khan, Adv."
QmWDqYh7Bn,Molana M. Inayat-Ur-Rehman
ZL7kfolIgX,Lal M. Khan
rLhxvFbMl2,Bahr-E-Karam
CDNFNjz5nT,M. Riaz Khan
jx0Oa5gDTa,Nowsheran Qasir
8IX6qEPnDH,Ziaullah
655HRPKoHF,Molana Ghulam M. Sadiq
g7yM9Fok9C,Azmat Khan
C4o2QiWO9S,Hazrat Khan
FvlYaPCkhx,Mehboob Sher
Pl4WUqtVoo,Malik Badri Zama
TSWys4NYmO,Maj. (R) Rooman Khan
pEvBnx2IdF,Muallam Khan
1hfoz2twsS,Haji Nadir Khan
hpuCcH6veJ,Haji Manzoor Khan
w2Ick3HPuR,"Zahir Shah, Adv."
1sF1xZ2h7n,M. Azad Khan
g6fJHYwyZI,Dr. Syed Javed Hussain Mian
SD7iMzMeSx,Syed M. Jawad (Jawad Agha)
007K5UrKxd,Eid Nazar Ma
BNKmmIlBlG,Syed Wali Syed Mian
8CEpFj2jpt,Syed Muhammad
CgZNxgxfoT,M. Asgher
Xji8c77f2M,Dr. Syed Riaz Hussain
ky5Lxn0JEo,Alif Gul Jaji
ZLYolXL72j,Naveed Ahmad Khan
msiyfjq1QC,Mir Zaman Bangash
LlYAbJz8f6,Nasir Hussain
1P03BnugAV,Muslim Khan
aHPBn2itsN,Dr. Abdul Janan
WCIwrcAMMH,Syed Altaf Hussain
k2HMP1KtnF,Munir Khan Orakzai
JvxnEqdfQ5,Dr. Gul Manan
GANhrGJKEy,Salahuddin
322Bo7GL3L,Haji Fazli Maula Massozai
6P6x7rO2lD,Molana Ainuddin Shakir
pWlnOxzK6c,M. Yaqoob
MmOGT5oeG2,Fakhar Zaman Khan
OJE2uDNYbL,Engr. Rashid Ahmad Khan Chamkani
HYeCc6al46,Haji Daulat Khan Chamkani
6u8XLs9LAc,Zar Bat Khan
zZhc8moMRJ,Abdul Qadir Khan
YjcajUbrG1,M. Nawaz
VSRYYDYHIw,Malik M. Naseer Khan Orakzai
5JJ8t4Fzbw,Abdul Wali Khan
fRwAt2lM7A,Naveed Ahmad Khan
s2DTfSFRsE,Haji Suhbat Khan Orakzai
BZhAg9qeId,Dr. Abdul Janan
PlZKvpC9rv,Engr. Toor Gul Chamkani
YRRRjzBi2Z,Dr. Syed Ghazi Gulab Jamal
mnGauUIpDb,Mian Hussain Jalali
4tq8flsuQo,Sohrab Ali
T5R1oG4xoO,M. Jan Orakzai
ZVlqoBtuWt,"Syed Gul Hussain Orakzai, Adv."
iSD5U4EwR6,Engr. Naveed Yousaf Orakzai
cqnoobgquS,Fida Hussain
3YZz6XSXVC,Saifullah Khan Orakzai
ZR3e2i0zLi,Sabir Hussain Awan
l86YrDvYKs,Arbab M. Zahir Khan
Q6DvRYIinn,"Arbab Shabeer Ahmad, Adv."
I8LhzSVNGG,Haji Abdur Raziq
HgNkge7Nzl,Haji Javed Iqbal Barki
Ui8sBGDLnU,M. Intikhab Khan
ktsAylB3UU,Molvi Nek Zaman
03UUJ4fw7g,Malik M. Ajmal Khan
nHo8acnjfx,Engr. Abdul Qayoom
Ei10bf89mE,Dr. Gul Alam Khan Wazir
eb7nWLTKwX,M. Niaz Khan
cvCPtpQuEJ,Razauddin
1nfQwdYC9y,Dr. Azimullah Khan
TDqD0fSp8k,Nisar Ali Khan
DMWGu1VALn,Dr. Bashir Ahmad
dn7oDlOHiY,Laiq Zaman
sc8UIusmwB,Syed Ghawas Khan
AAdG2euubb,Zar Mali Khan
EYjsiLs0Bh,Malik M. Afzal Khan Daurhamzoni
udjTunqcHU,Hussain Ahmad Sadiq
6UPqapvEdu,Haji Wresham Jan
6fFiPw3P69,Sardar M. Khan
lunqaqtp84,Alamgir Khan Wazir
OxB81riDcN,Dr. Madad Khan
ldcKNfxEJq,Abdul Alim Muhammad (Alim)
3HNwr9Zr4l,Abdur Rehman
x8g1xbz7Kh,Jahanzeb Khan
ZOmFZqmMWO,Malik Aziz-Ur Rehman
LUggYZjLf4,Amir Nawaz Khan
BjoKrdo4bx,Abdul Malik
CJcgNiTTqK,M. Saleh Shah
LE5QGr5hvI,Aziz-Ul-Hassan
HqIk7VnCp6,Hazrat Khan
6OXvWHHnLW,Gul Hassan
mMTGhMswEB,Ghalib Khan
SkeJzIkay7,Said Asghar
boLUhZloVg,Zafarullah Khan
SmksajOoI3,Faridullah Khan
Z6nQ1FUWdc,Noor Zaman
ZSMANpVONC,Niaz Muhammad
b8rROQu58I,Allah Noor
FhfZwPez6p,Azizullah
YWOL7qWeqF,Nisar Ahmad Nisar
I3gYG9Tvup,Jalal Khan
Ggk2rkiPYF,M. Rafiq
NxO2Xn6Y6I,Sardar Hassan
hnxnzdU8WW,M. Farooq
KQatneVqUM,Ghulam Haider
5hRRzcqoOj,Feroz Khan
iGxXZ97fj1,Atlas Khan
WT0gu9tV0J,Abdul Manan
i83ZCAuAVT,M. Jehangir
8TFtlEeBNJ,Zubair Khan
ti1U7px5IL,M. Usman
AhH3EJFIKG,Amaanullah
sKvygUDULk,M. Mirajuddin
5EXajTk7M6,Gen. Alam Jan Masood
L1TDv6n5WL,Qazi Salim Khan
JqHCAa2yCO,Sher Muhammad
R01tfKuSMr,Yar M. Shabikhel Mahsood
H2nhsyuag6,Maj. (R) M. Zaman
HltWGWpaPi,Badshahi Khan
zo0Qi8qfcz,M. Javed Khan
csElevmbWL,Badhshah Khan Malkhel
GAh0pQ97Lp,Samiullah
gNlfA4UDmu,Molvi M. Sadiq
peaV5bihtR,Shaukatullah Khan
w9ziTxEgOc,Salahuddin Khan
PqbPEp6Rpc,Sheikh Jehanzada
b52ZdOPyZu,Hayat M. Ghalji
cycWLRh5A1,M. Akbar Khan
FoCEWl1BlU,Haroon Rashid
plPbVBBFsq,Shahabuddin Khan
xpVtDNe9YU,M. Daud Khan
0bhAMAbXTQ,Mian Said Ahmad Jan
ahMoQnRLvj,Gul Dad Khan
2rbEhuRTeG,Said Wahid
CNeBJ3OPzy,M. Ihsanullah
PKNvIuhiIm,Hafeez-Ur-Rehman
7MCFKxR7cX,Noor-Ul-Haq Qadri
O4lDUaFwgS,Ajab Khan Afridi
vLEWvt3ksI,Qazi M. Ashraf
iBDBP1VGUU,Amjad Ali
iF6ou4e5g6,M. Zakria Shinwari
D0AeNSQYSe,Haji Khan
50aPO9L4A5,Ikramullah Jan
G0PinZ4lAy,Sardar Khan Afridi
cdblYCnCyE,Ishratullah
HDdKDG30KY,Nawab Shah Afridi
sVSiagTa1T,Akhtar Murad
O4NUyj76pz,Hidaytullah Afridi
dWZR9gh0N7,M. Hassan Shinwari
HtZIku3YKu,Molana Khalil-Ur-Rehman Afridi
a0gRbsVBUy,M. Saeed
ObwppZzHbo,M. Ayub
z6OMA8rg5t,Alhaj Mian Gul Afridi
X5UvQPaDdY,Dr. Bakht Wazir Afridi
DuPKcKNmgm,Farhad Shabab
i4Oel5sqfp,Javed Khan
MnIqksgg04,Dr. Abdul Qadir
7AhRhrAFjS,Malikzada Said Akbar
qy3AS10ruq,Dr. Niaz Badshah
v3xbwBCWGT,M. Aris
5xQhAzFtva,Haji Faizullah
GIPOHnlG1G,Dr. Aseem Afridi
4lpviYnf0l,Ashfaq Khan Bhatanni
yXJxIaitYE,Haji Zafar Khan
U0Y5M8YkAV,Malik Noor Zaman
VBZFPmM0FE,Muhabarat Khan Sherani
sGIUDRgQEU,Dr. M. Nawaz Wazir
GHK2VqADpJ,Sameenullah
9N3BW7g7bu,Noor Aslam Afridi
YaGtlvAJad,Dilawar Khan
RmlLcRZYhY,"Shehzada Mehmood Afridi, Adv."
cIVPz9KWmo,Zahid Khan
0ntkom7J4O,Dr. Haji Zarbat Khan
boyS6b24UH,Moeen Khan
HnUZ1IWb45,Abdul Razzaq
YNl8iabrR1,Said Anwar Afridi
qVnhCdXLRa,Malik Mir Alam Khan
L9767LhbYH,Malik M. Janan Khan
YCipKBWNTb,Mian M. Aslam
OH5w3Wp872,Dr. Babar Awan
2pXu2bp0RI,Shahbzada Ahmed Raza Khan Kasuri
UDVrTYoXfT,Munawar Mughal
bE6FLnmEoz,Syed Zafar Ali Shah
5XgXiXjbXO,Alamgir Khan
9S20a5qZXL,Col. (R) Sanaullah Raja
RmdTo9dm5j,Shakeel Hasan Qaiser
MvK4OAQHJd,M. Shafiq Ch.
Ut3xT5m9QH,Dr. M. Nasir Ansari
XvbkQjCUGd,Haji M. Hanif Tayyab
sJnXl8iYJB,Syed Tayyab Al-Hussaini
Pz1t5UWi7o,Ghulam Mehboob
JHyHICIniQ,M. Farooq Butt
nGGVEKJaQE,Maj. (R) Fuzail Hussain Khan
DzaccW3n1B,Rafiq-Ur-Rehman Sanjrani
yYb0a7Ahmo,Rao Javed Ali Khan
QQQ2nfKRz3,Syed Shaukat Amir
7Pfti3K1WN,Syed Nayyar Hussain Bokhari
HBE2odd91f,Mustafa Nawaz Khokhar
CKwi0yDuGh,Dr. Tariq Fazal Ch.
FwDL2nbAVg,Rab Nawaz Ch.
P2I8BPlXfv,Raja M. Yamin Abbasi
621JREoYej,M. Rahim Awan
ratheu1CTJ,Sardar Ghulam Mustafa
SxzT2ahVYx,Malik Masood Ahmed
gnNbZJ2z02,Shakil Ahmed Anjum
htOD3Cf01y,Sardar M. Sabir
OAE7LObTaW,Qazi Hussain Ahmed
GXXVRi6f1X,Naseerullah Khan Babar
Y4Xwi3aUaP,Mian Rashid Ali Shah
KliIqDwUY7,Ghulam Murtaza Satti
8bwVCO9oyi,Shahid Khaqan Abbasi
0Wo5BOW6E0,M. Sufyan Abbasi
bCoGsnkq7F,M. Siddiq Qureshi
mRvSQG5WbS,Col. (R) M. Masud Baig
WAzGJk1WwH,Raha Pervaiz Ashraf
Pdd9jbZ1nI,Raja Shoukat Aziz
q2EzpFv0Ba,Ch. M. Khurshid Zaman
PNmqkGnZQ1,Dr. M. Tahir-Ul-Qadri
JCme6O95XB,Ch. Tariq Mehmood Naqshbandi Gujjar
dWWyMObpQN,Syed Mozam Ali Rizvi
RYHjf08rXv,Ch. Nisar Ali Khan
tYA57s3HE9,M. Nasir Raja
0XqgPmrjQ1,M. Saghir Khokhar
TY9p871Ljo,Col. (R) Sakhawat Hussain
gU5AGFXWny,Ghulam Sarwar Khan
uRi94ktipX,Ch. Nisar Ali Khan
WJLiKSgO7u,Faisal Iqbal
6KMWHotUYI,Sardar Shoaib Mumtaz Khan
zKrin8ScJb,Syed Guftar Hussain Shah
0el9fOqCNM,Engr. Jamil Ahmed Malik
FB1dN1HWUr,Agha Syed Qamar Abbas Kazmi
ld7evZugpg,"Tanvir Iqbal Khan, Adv."
geeLxVmJ4e,"Zamurd Khan, Adv."
qP88lXlP8I,Raja M. Zafar-Ul-Haq
E2cgxzzviJ,Shaukat Aziz Siddiqi
Sk3xXGF96T,M. Ijaz-Ul-Haq
JuHNif4yDs,Ghulam Qadir
mMIFFSJnOd,Allam Ayaz Zahir Hashmi
R2hFx8LaNC,Syed Zahid Abbas Kazmi
VNxlxI7ggT,Syed Ghazanfar Ali Shah
6yDh7EoJYD,Brig. (R) Nusrat Jahan Saleem
JVCkMOsN6N,Maj. (R) Mehar M. Ramzan
7vw6K9yfJT,Sheikh Rashid Ahmad
UnReYzZjcT,Agha Riaz-Ul-Islam
Dsm0rrhskD,Sardar M. Tariq
H6trhdBmlk,Tariq Munir Butt
pXi6JBKpQd,Abdul Hafeez Khokhar
tFAy7XIzD7,Naveed Sharif Butt
Pe1Ko1CdD5,Sheikh Rashid Ahmad
KLJWACa1N9,Sardar Shoukat Hayat
aiLrM9bQcM,Dr. M. Afzal Azaz
fvSMqC40UZ,Syed Zafar Ali Shah
ZAwjGiOTQu,Nilofar Bukhtiar
oWEApxQ8g1,Aamer Mehmood Kiani
Z0exB0wmvV,Sajjad Haider Qadri
V2tdy57X52,Malik Amin Aslam Khan
hBZEeztGql,M. Salman Sarwar
cTLbkRaAO0,Hafiz Saeed Ahmad
gkrdeixSlc,Sheikh Ehsanuddin
WypeCBBu6B,Aftab Khan Wardag
HeZbpRGQMQ,Mehboob Ahmad Qadri
CPp0hP9q63,"Malik M. Asghar, Adv."
NrrCzsMcRU,Malik Allah Yar Khan
LdEs67Ydh6,Malik Sohail Khan
KR9mIjn0D9,Syed Iftikhar Ali Khan
ssrfWjM95U,Syed Abdul Salam Hassan Raza Naqvi
p9cRFSnuYF,Sardar M. Khalid
OUNnxk3qBz,M. Amin Gulial
sdpfKXa77J,Eman Wasim
owdTeCxhs2,Dr. Sikandar Hayat Khan
fdlOgQafK5,Lt. Col. (R) M. Pervaiz Khan
bE6Q4u80jL,"M. Halim, Adv."
aKNsELas2f,Dr. M. Yaqoob Khan
Jx4ESBToOU,Molana Hamid-Ul-Haq Haqqani
vFz4uLf9yF,Naseerullah Khan Babar
