candidateID,candidate_name
2383WXDQ4V,Ali Akbar Khan Dawazai
dzB3Oe8PMx,Sawab Khan
SmCFThtpUJ,Khair Ullah
0vpXtz5sge,Walayat Habib
0YbJpX03rQ,Wazir Mohammad Safi
et6o4XVgmp,Mian Abdul Qahar
iYIJRzke5s,Hameed Hussain
4XGm2L7rJm,Abdur Rehman
9qThOCIml7,Jan Muhammad Khan
cQ8TSm6rAT,Malik Badri Zaman Utman Khel
XVZwMxO2op,Mr Sajid Hussain Turi
JP8Z26Gy4B,Sayed Qaisar Hussain
YPAm2WHZ6L,Syed Iqbal Mian
85036MknCC,Haji Hashim Khan
TGbPDXkYis,Muhammad Ashiq Khan
JJUbLGKrCL,Ibrar Hussain
dUBKaq2apz,Zahid Hussain Turi
iZrYLgxFgJ,Hafeezullah
oGwoh4OegY,Doulat Ali
opIRpKq4CZ,Mumtaz Bhai
hGjB33yrZL,Hikmat Khan
7yqIh1oadS,Hamid Hussain Turi
0GNprskOu2,Maulana Ain U Din Shaker
bEouaZVpGC,Abdul Hamid Orakzai
4BJihgkdBh,Saqlain Abbas Bangash
q9ecmV1Eux,Syed Ahmad Shah
zI61BfSKQz,Inayat Ali
q0l9BVP2WG,Rajab Ali
SHw0yLw7P2,Syed Wali Syed Mian
1fyZXNQdoC,Muhammad Jaffer Shah
NZLPlGEWzg,Muhammad Tufail Shaheen
q0WK47ucVb,Mansab Ali
kjPpG4ouAh,Malik Fakhar Zaman Khan
GcJgNBIp7N,Zareen Khan Mangal
cVNCM3pCmU,Asghar Hussain
nVC6Xt71CL,Malik Habib Malak Orakzai
XHuyc4zCPR,Malik Noor Akbar
TALQUPJzv4,Shujjatullah
10k3Js7UQ2,Zia Ur Rehman Zia
EdLjVxaNLa,Malik Khial Jan
a1X596dWtY,Malik Mula Jan Bangash
fMrrsXnzhz,Syed Ghazi Gulab Jamal
AcsQ8XX63f,Jawad Hussain
7s9DIiSiEk,Syed Noor Akbar
VZoOIUfwck,Engineer Tahir Iqbal Orakzai
TPnvjpGmde,Malik Atiq Ur Rehman Orakzai
Qiw1p8nm5O,Ajmal Khan
iI0lFUz48f,Gul Muhammad
MU1C2LRmrv,Syed Basharat Hussain
4U9g9LbBqu,Habib Noor
TsaQ8CGbkF,Raj Muhammad
tYeWSZT7Ir,Speen Gul
hepFPaZqT1,Syed Fazal Abbas
19n4xd9WF2,Suhrab Ali
p9LrLTWkvm,Iqbal Hussain
Aw4TyygCSc,Shamim Khan
qoASElXZ5U,Malik Khalid Naeem
QfS9mFp2u1,Muhammad Janan
JS89l4QSZZ,Muhammad Nazir
VHZ9agG3gr,Shafiq Hussain
WGIqGu0lA8,Syed Muqeel Hussain
WEOpVSN0hT,Syed Khizar Hayat
HRRWKAjhkL,Dr Gul Karim Khan
AxdXNNKMD1,Muhammad Ayaz
Y9wM1CwfpT,Kisan Ali
64hOSpcNdl,Shob Hassan
6dQDQTfwv2,Shah Muhammad Khan
hCIRGVvUdp,Syed Haziq Ali Shah
XlKjL7KyYI,Syed Kabir Hussain
efuNCiAWqS,Habib Hassan
DG8xhnhgCQ,Abbas Raza
QYaFa78HDA,Hanif Khan
Yqhf5U6Okv,Luqman Shah
56vyiLuCjN,Mudassar Hussain
DFLqFFLMoz,Khadem Hussain
mtqDPvLY8j,Ali Dad Khan
5ks9SArpaS,Yar Min Gul
E0gCsUkCBZ,Gulzar Khan
7sDzEDsyH3,Nasir Khan Mosazai
Y21tsy8Bf5,Sabir Hussain Awan
RY3UFRu4Vn,Arbab Mohammad Ayub Jan
0M9PxiPSGt,Arbab Kamal Ahmad
Oyxc2UeTXQ,Misbah Ud Din
nnEz7zkkME,Aneela Shaheen
CgnbSSgxg2,Gul Wazir Shaheen
UEDxssfvRY,Molana Miraj Ud Din Sirkani
awsBWhdj4C,Mian Abdul Latif
Dmei96X0hG,Syed Hizar Amin Shah
oz7Z1EzEDL,Faiz Muhammad
APQSY8OItJ,Shaukat Khan Momand
33M2jfnn4d,Muhammad Nazir Khan
JwbcF2KwRC,Aurangzeb Khan
BVp6u58hTg,Pir Muhammad Aqal Shah
viRJ4XFd3x,Abdul Qayum
RjSwNSKzQ1,Humayun Khan
AdOvgXIq2R,Maulana Syed Naik Zaman
jnLTJZpGcj,Muhammad Kamran Khan
0VRevEB0WN,Naik Amal Khan
8BVqOoHgFi,Malik Riaz Ahmed
dpzsRx00K4,Aqal Zaman
uRYjTyD1lA,Haroon Iqbal
xsHW6B4XM4,Malik Ghulam Khan
srmfyoxhMQ,Pir Aurangzeb Khan
stJikmBEP8,Muhammad Amin
i9EE5lITQP,Sheryar Khan
keLIGHYuM6,Muhammad Mashal Khan
IoeitHIjZk,Akbar Ali Khan
PMaVtzsofZ,Muhammad Noor Khan
YQZmzVufzn,Gul Ramzan
OmTILsBLxA,Darya Jan
oq76MrgT9b,Ali Mamoor
55pUMZRnyc,Sidiq Ullah
pS3uLupzUC,Muhammad Ishaq
xu18XhTNJP,Fazal Subhan
7TECXmA4YS,Akbar Khan
KyMpbgJD5g,Shaihd Khan
pqmC9yqvTS,Ihsan Ullah
WcEkJ82PD4,Haji Laiq Zaman
fzTYbPEz2e,Molvi Ruknudin
yY8JDfHrWO,Molvi Abdul Hai
HIWtA42kXf,Khan Daraz
BHIR88BV3A,Molvi Abdul Qadir
o8ikTpUUV0,Nawar Jan
ktsLZPGUgm,Nisar Ali Khan
MJnSWmdRO2,Ghalib Khan
6uAWmgPAcx,Muhammad Ali
QW1TQxLO0h,Naseerullah Khan
COZIJSWNLJ,Jumma Khan
CiK21JM6Kh,Maulana Abdul Malik
MCMA37UoDL,Abdul Khaliq
ROJX5RlJ2i,Abdullah
YZa87tQUp7,Ajab Gul
IKamBVtB9j,Aurangzeb
GclLKfTusP,Zar Wali Khan
nd466GwX6y,Imran Ullah
w0FulVlDRR,Muhammad Ayaz Khan
QBiXjA5iJ2,Javed Noor
CN9iJSQX68,Abdur Rehman
n4x1RquiiO,Amanullah
nVkqU8Gfw3,Muhammad Gulab
UJEpefjEPL,Javed Iqbal
h5JkjEuYQR,Muhammad Jamil
1MyiG9NMkc,Bad Shahi Khan
XFvT8rSv6U,Muhammad Ishaq
xsb5FOTNiF,Muhammad Noor Azad
8E1KVmtLmL,Ehsanullah
jPjFuzFlFl,Ibrahim
Hi3Qfh5OM5,Ghulam Haider
WzRHLzhTd4,Shahd Khan
xx2QQWgaez,Allah Noor
fR4Z6aqxi1,Faizullah Amin
YxYb9cbDCW,Johir Khan
zUzJWYo6zy,Muhammad Ismail
iGasdb7kqG,Hazrat Noor
nR7GmnGX7X,Nek Muhammad
VLAIhGAOFb,Bakhta Jan
PildPucxYu,Gul Din
78hpq9Ht1r,Ramzan Khan
JUMXhn05oe,Dil Muhammad
X85JwqXzZE,Sanaullah Khan
SZ6UGKPJH5,Rehanullah
K3uvmHYjpD,Raza Khan
2jqZC5Hu9N,Muhammad Jamal Ud Din
iXwNzwG3Zm,Qayyum Sher Mahsud
RT90BijoeR,Dost Muhammad Khan
apYmFZgeFo,Abdur Rahim Khan
57sM3Ex6Ba,Dilawar Khan
fEDpAYh7FF,Sami Ullah Jan
KddKRvT6wH,Abdul Majeed Khan
FvvyV1UTFy,Javed Iqbal
qTlIS0FP1I,Sher Pao
fuHDyISSi5,Muhammad Tahir
mSGLGzbfA2,Sher Muhammad
6ydtetEWHT,Nasibullah
b40JqZEp9l,Abdul Qadoos Khan
6OHKrWMfQo,Faizullah Amin
LKQtXUle1I,Shah Fahad Ansari
OEoCCfX4QD,Ihsan Ullah Khan Mahsood
zmO3xhTodx,Salim Khan
DM5GDYpYDG,Bismillah Khan
KM8CF0WHcT,Sahib Zada Haroon Ur Raheed
yQMB8haAkO,Zaffar Khan
H28Dy6Hm1b,Muhammad Saddiq
vRd4XtWoil,Fazli Rehman
c1AYz7dphm,Nawshad Khan
uoGIyyJ1Y6,Abdullah
kGYewCbDx4,Saeed Ur Rehman
d8biEcYHBq,Abdullah
OLaYAMOyoA,Muhammad Iqbal
GpP8ls1OJL,Taj Muhammad
kfKQBmcJzY,Nawab Zada Shahid
qkG2Q64i4m,Fateh Ur Rehman
Bwc7kBxzOa,Habib Rasul Safi
wqpJSEJtMk,Muhammad Rahim
ooK4AWYeaa,Khalil Ur Rehman
KUSfd6ZVlw,Shahab Ud Din Khan
1kRs2x4ylB,Sardar Khan
fSiDS3UGNU,Gul Dad Khan
lraNIH7qbF,Haji Bahadar Khan
IjTmZy2ZGv,Maulana Abdur Rashid
HdSPrUKPSK,Sayed Akhun Zada Chattan
7kHsULwp1d,Juma Said
EQf3kA7RHJ,Gul Afzal
nGqvLBOq7o,Said Badshah
58qJREQyrM,Bahadar Shah
8mo42RtY1E,Muambar Khan
KmXsMzJlGx,Nasar Khan
UFNUFrCgmt,Amir Muhammad
tvpPUUSOTh,Muhammad Asghar
98x1IouOEc,Maulana Gran Badshah
Dy4hVHI86A,Bismillah Jan
fBEr4hTAMc,Gul Hussain
isI6azOwlP,Sahib Zada
SU3B6OpWGw,Badam Zari
iQRMnLamjQ,Muhammad Ihasnullah
oydX0k82yF,Sher Wali
L6wDpWlr1k,Muhammad Haseeb Khan
nxC7Wjwa9K,Zer Muhammad
iH53ywIbyO,Muhammad Shahid Khan
jdDXpofQ18,Malik Umar Wahid
aUAad5DabI,Fazal Hameed
E3jINyImXY,Alhaj Shah Jee Gul Afridi
qwFqXWqI2s,Pir Noor Ul Haq Qadri
iRBzK0DmMq,Khan Shaid Afridi
54wXbagl0c,Zar Noor Afridi
U73tXJVq4v,Malik Darya Khan
KaILJSFyBu,Israrullah
98JkEuAq0Z,Saida Jan
tn7Tt9ukOr,Zahid Khan Afridi
gXp17uVy7Y,Batoor Khan
9OvxIIZVjB,Hazrat Wali
UnBEZYu6Iu,Abdul Wahid
TbXc5iSpUt,Said Nawab
57PLTJBsfL,Muhammad Hukam Jan
NzgbNdCcFK,Muhammad Saddique
RvXpI4xdCE,Ikramullah Jan
zH4GrAHEXV,Hamidullah Jan Afridi
EO2fGSSn92,Abidullah Afridi
DnvEeIuoZx,Taj Mahal Afridi
edxnL0cbl3,Nasir Khan
Wr0mfo6Z2S,Muhammad Iqbal Khan
BlAvFFEmGB,Hamidullah Jan
bbhZbvSQAz,Muhammad Shah
aRBKSeki2i,Shah Faisal Afridi
q82wQuEMgg,Malik Waris Khan
Uq18dZqTLd,Shamsuddin
IFMObExHpL,Sohail Ahmad
0iRU8tpyJ3,Munsif Ali Khan
7ZfcTZJ6T4,Imran Khan
NNmdML8a1n,Bismillah Jan
ouvr8LmvVr,Kaptan
5JQG0lsdGQ,Murad Khan Afridi
pPUA05tx4Z,Ajab Khan
IhLZr2xfPa,Sardar Asghar
4t7C6mHjvO,Syed Karam Shah Afridi
Kc5rbXeTRX,Muhammad Ayub Khan
BF0yQlyZzC,Momin Khan
H8C0Roflf4,Adnan Nasir
L42gtOGK2d,Haji Khan
TM9u5AysAa,Qadir Khan
gMlGh4Eznl,Awal Gul Afridi
g3LvN0HKCh,Jan Akbar Afridi
6616TNrrUS,Said Rasan
bds5o8SCXc,Qaisar Jamal
vB7jEWSoZz,Mufti Abdul Shakoor
6AF9OccpMk,Sher Azam Khan
ovZq05FQtW,Baz Gul Afridi
gBmNJy55sl,Abdullah Nanglal Bhattani
Wuo4iKfH9K,Abid Ur Rehman
Cf1Drl85Qa,Shahi Khan
8KGCjLCUGW,Haji Rodyar
fK8UU9qbsK,Muhammad Iftikhar Zafar
lq96K2priH,Inam Ur Rehman
MiBZufH4lu,Muhammad Rasool
s3c7BbMo2L,Kamran Khan Bhattani
uzCDSQJ8UF,Malik Noor Zaman
iqSw517lQP,Khwaja Muhammad
RI0DHwHITx,Muhabat Khan Sherani
LkTsG5FpYE,Malik Daud Khan Afridi
Le71kCyBy7,Emal Khan
dI5BqtE019,Muhammad Aslam
UOVchBlfAD,Saif Ur Rehman
7sfOG88FKx,Zait Ullah
CeSWVHkDf2,Shahab Ud Din
S8zfCaMXBQ,Zafar Baig Bhattani
JbBqhl2LXn,Nabi Gull
dhe1Ha2EBF,Ashfaq Ahmad
jMKNR4Ii8r,Ghulam Ishaq
D0qz7CHV19,Laiq Zada
4S5hyZByB4,Juma Khan
m87liTpVFZ,Ashfaq Khan Bhattani
ZOCvWd3jhY,Naqib Khan
XNcAai0Bil,Kamil Khan
XW2s7s6aRu,Malik Roza Din
mpD0sY3zJ1,Bakhta Khan
VPWrGfIPn2,Rifat Ullah
dvvM86BpgV,Faqeer Zada Muhammad Nadar Shah
v5scq0ZWeG,Muhammad Sadaq Khan
k3w5pIEyBJ,Naseer Khan
Qs3tNKAprz,Makhdom Javed Hashmi
B7IshIGHbj,Anjum Aqeel Khan
jKIGC70vaa,Mian Muhammad Alsam
lh1Tb6Ausm,Faisal Sakhi Butt
BBeQlbLHxl,J Salik
YK5syxw3IJ,Javed Ullah
ZieJ1wz8JD,Muhammad Asghar Khan
RNbyGp9joD,Muhammad Abdullah
HaSpqD8jxg,Altaf Hussain Aawan
CHRydh3XaL,Aalamgir Khan
wRketlvUmk,Maqbool Masih
NQaS4WmpFz,Nadir Sher
MoDaetYbjj,Tasneem Ul Haq Hasni
9vSJSZcEtF,Ayatullah
hxtxFLTF5l,Zaheer Abbas
3yT8ghDGxp,Aurang Zaib Malik
4dhxIkX0sW,Ghulam Shabir Babar
jfmFtEcS07,Ghulam Rasul
0c9mesHOBy,Syed Ahmed Ali Shah
64crTypbDU,Malik Muhammad Yousaf
VpVHSYv6d0,Gahi Khan
mrL7zx5mtw,Naila Joseph Dayal
wWR2AMJSMQ,Muhammad Akbar
zyv5GbVVc8,Muzaffar Ali
YtF3YBAPn1,Sahibzada Ahmed Raza Khan Qasuri
axxjkZjz7W,Syed Ziia Ahmed Ali Gillani
bunQ7v2nOd,Muhammad Anwar
iPWDUuQL6u,Muhammad Shahid
dODJiirMaP,Shahzad Khan
Z0K6neAjro,Talat Mehmood Qadri
2mG7RZz4ug,Salman Yousaf Khan
62FmXm9PtF,Sardar Naseer Ahmed
rz4wlKPJEw,Firdous Khan
5YTLnoVZMo,Khalil Ur Rehman
V0f4gljsuJ,Raja Fatehyab Khalid Zubair
Q2YiA5KAWC,Raja Shiraz Ahmed
Mm2DEiwHtL,Riaz Hanif
Darn5M3OPa,Muhammad Haroon
2KPdwxykWv,Muhammad Asif Nawaz
2P9D4eFgLZ,Raza Muhammad
K4Ff3dIer8,Rana Ghulam Farid
JLrCLnc7su,Muhammad Babar Arshad Pirzada
LjRr4xwKz4,Muhammad Ismail Kalwar
8h4reXAwjy,Muhammad Rafique Aawan
c0uV2SUy1z,Ch Muhammad Ali
0VO5JEIk2J,Aurangzeb Iqbal
jAViN1XvCX,Khan Tasaddaq Hassan
vjcSLFKBnj,Dr Muhammad Aziz Khan
cpKWXAuXNe,Muhammad Irfan Ul Haq
kSAHzCBobY,Muhammad Salman Yahya
Wli2HH12jd,Naeem Allah Rakha
s5BMtEUDWK,Dr. Tariq Fazal Chudhary
Wi0VZuLfud,Chudhary Ilyas Meharban
vzHkmLzHIB,Mustafa Nawaz Khokhar
yfr8A11AQf,Zubair Farooq Khan
hVrI22hhf8,Dr Rafique Ahmed Ghuncha
OdsNQerIbQ,Dr. Muhammad Usman Khan Advocate
UrwTKH0QWr,Altaf Hussain Awan Pakistani
VvvRrFSd1V,Muhammad Nadeem Qureshi
o1yobgoFpv,Raja Sharafat Khan
NMYzSIoy9M,Muhammad Amjad
yp6ZoTr6TU,Molvi Iqbal Haider Advocate
XQZJYhjKjA,Chudhary Ghulam Rasool Mehr
bb9DeN2k5u,Iftikhar Hussain Awan
GDMLD6lgVN,Noor Muhammad Shah
hDtZhYidTn,Dr Ghazanfar Mehdi
QPL9V8EMmV,Raja Aurangzeb Khan
5WOo1SkFy0,Choudhary Muhammad Ilyas
KAOAAV1oKu,Muhammad Sultan
hIeg8mAU1w,Umar Hayat
C3izr5ydEl,Shahbaz Rana
wGb4YyCuuF,Muhammad Sahfait
4BPfWseAqz,Shaikh Siddique
yZeNOqVAQZ,Sardar Naseer Ahmed
G1nONSFxYE,Asia Chudhary
MmQt974sfF,Naila Joseph Dayal
j0pGKbVyPj,Malik Musa Khan
bdsKXHTPNp,Pervez Khattak
TlayTZXHDR,Muhammad Daud Khattak
YFFgrKLswg,Asif Luqman Qazi
KN6KBQAMqJ,Mufti Muhammad Sajjad
lSxoEcUlVD,Pir Zada Nabi Amin
5TRIeOtmRf,Eng Muhammad Tariq Khattak
bKcxozMRhk,Shahzad Ali Khan
7RoEL7U1in,Aziz Ud Din
JRRsRXTlJH,Amjid Hussain
UOgHdRs0LC,Gul Zali Khan
9XJ6nigcDf,Iran Bacha
lvirOkD5CM,Shahid Khaqan Abbasi
NVm54yT8D4,Sadaqat Ali Abbasi
FVE6ImmXtM,Ghulam Murtaza Satti
mwmIhKQngO,Solat Majeed Satti Advocate
tPcyxagnia,Saif Ullah Saifi
kvHyB94Df7,Munawar Hussain Abbasi
poEx56q1Q8,Hafiz Raja Muhammad Sana Ul Haq
eXoHoTAMkG,Raja Tariq Mehmood Januja
he0vQqSTOY,Aamr Jameel
IdaTX9upnv,Dr Sarfraz Ahmad Cheema
qtCJ0pT49A,Muhammad Khursheed Dhanyal
vqUeQ1wqom,Waseem Akhter Raja
fHuYSn4II6,Engineer Muhammad Zakir
L0CcfBSmo7,Raja Muhammad Javed Ikhlas
KutPLJGLQt,Raja Parvaiz Ashraf
VpwpJH5NYV,Farhat Faheem Bhatti
h8ALI5ZvKI,Raja Muhammad Jawwad
Iroqbxd3tt,Doctor Abdul Rashid
RShWNtNthb,Irum Perveen
rtkztODbgJ,Mirza Mukhtar Ali Khan
78XGR9q9Pg,Shahid Tanveer Janjua
ykaLZJonhr,Khurram Parvaiz Raja
ECogpfS5GJ,Raja Zafar Iqbal
znKHLqYgVu,Malik Gulfraz Ahmad Faraz
EKUPufG3ys,Shah Mohammad
jdhrAU8hDK,Muhammad Pervaiz
rQrMHBnfNO,Nazakat Ali
rnIfUp0u3M,Raja Faiz Akbar Janjuha
ssdkGszvj8,Muhammad Ashraf Kayani
3xVEczTD1G,Muhammad Nisar Butt
Uin4EgsUaZ,Malik Tariq Mehmood
SNxk6QKA4f,Raja Muhammad Amin
FKFUWCq2E7,Gul Ikhlaq Hussain Thathal Advocate
aa5CEpiVYR,Ch Nisar Ali Khan
bWpoaRyAby,Lt Col (Ret) Ajmal Sabir Raja
bjnkyaedOF,Muhammad Basharat Raja
65J4MfTLJ8,Khalid Mehmood Mirza
u1iZGuvVLY,Molana Muhammad Bilal Umer
gxR9OzSi0g,Ch Hamad Afzal
FfCBimz8jt,Syed Rashid Ali Gerdazi
cpTtDUhnNF,Abadat Ali Awan
j3P9sD1Wbi,Maulana Abdul Ghafar Tauhadi
HovKDSlcOi,Malik Tariq Mehmood
tIoVsaTDZg,Ch Ijaz Hussain Gujjar Advocate
4KcwRhGf05,Ieraj Shahnawaz Raja
DNlEROI8vc,Tahir Farooq
6Vv23pnExQ,Maqsood Jan
iITFnoCSiF,Jibran Gill
x07JQ2Yhz5,Ghulam Sarwar Khan
uqiGl1lyPi,Chaudhary Nisar Ali Khan
PVqKkIyNVJ,Syed Intikhab Hussain Shah
QFM8JgB6CT,Khawaja Muhammad Waqar Khan
6z5SyBEJYe,Hakeem Muhammad Assad
PxiAk7uRau,Pir Muhammad Saeed Ahmad Nuqshbandi
idahPdFIiR,Muhammad Sarwar
ivALSmRqUm,Khawaja Muhammad Imtiaz
HXT2KmtMsC,Syed Husnain Gillani
ChAYtuTD7G,Malik Azhar Mehmood
MR2wo1BVtv,Bashir Hussain Shah
yYcTEHa4VD,Zahid Mehmood Kiani
ZfTI9dTw90,Mumtaz Ali Khan
c9nzuagP1M,Malik Ibrar Ahmed
SfRqgvYFvp,Hina Manzoor
yQCfMb2KgD,Zumurrad Khan
iItG1TjDCi,Rizwan Ahmed
Q60uBLzPHV,Tahir Aqeel
m2cg4Omqok,Nasir Mehmood
rfM7A8IxzO,Muhammad Awais Siddiqi
dfivktXwUH,Asghar Ali Mubarik
o6NoYjrCzD,Tahir Iqbal
HJ6tYXBDlP,Israr Ahmed Khan
2V3ALvpEB1,Muhammad Ayaz Chaudhary
jI7cCjX2Wa,Chaudhary Ibrar Ahmed
uBzQni9bfY,Tahir Mehmood Awan
8hPwrZG9RW,Mian Muhammad Ateeq Sheikh
7ehnrpdxid,Nadee K Joseph
JHR0MzHpoC,Nasir Munir Ahmed
ASRdF13fDZ,Muhammad Shoaib
aZ1Xnx7RCi,Sardar Naseer Ahmed
CTIY0n6OaQ,Khursheed Anwar Qureshi
Ohe9RFbr6y,Syed Zahid Abbas Kazmi
B3w37E6LLd,Muhammad Saqib Naeem Sheikh
Thvvifh7XV,Muhammad Yousaf Nawaz
18M93n7c9K,Sheikh Rashid Ahmed
yJlLQm3hc5,Malik Shakeel Ahmed Awan
4vMG4qCyO6,Ch Iftikhar Ahmed
rfgMfYzPau,Muhammad Hanif Chaudhary
xGUDo0an6i,Ch Waseem Ahmed
pDtsdwUcST,Syed Saeed Ul Hassan Rizvi
psxQ9gkbFp,Muhammad Ali Sheikh
qN6FYCsC0h,Ali Ahmed Kurd
nlOrPDRxm3,Alhaj Muhammad Asad Bhatti
hevOQkgzSA,Muhammad Arif Shah
H2IqS2Pl4J,Sardar Naseer Ahmed
LNQjzBrHiF,Ummar Mehdi Raja
983NfhNeF7,Habib Ullah Khan
g6tehF423Y,Raja Ajaz Hussain
J9vXxO6Ezy,Malik Riasat Ali
forard0dHF,Ghulam Hussain Farooqi
MjXDWBqNPv,Makhdom Muhammad Niaz Inqlabi
dcWqVaTlJj,Dr Muhammad Sultan Alam
EE50gpTpbn,Basit Ali
FdqCwDku6m,Dr Babur Zaheer Uddin
7FbxT0gdBH,Nasar Ullah Khan Jarral
SnNEWqUCWP,Muhammad Akmal Mirza
sOmh2nKE3I,Mirza Zulfiqar Ahmed
BmXOelxI16,Imran Khan
BD2bCYp4Ci,Muhammad Hanif Abbasi
FKDAsIalqj,Raza Ahmed Shah
dqDP01RXSH,Raja Israr Ahmed Abbasi Advocate
Ra7gInKJpS,Bin Hur Yousaf
EBc2zbCU3R,Kamal Azfar
VTbJLlJo2d,Muhammad Zubair Abbasi
uQjJtGT3JF,Maulana Muhammad Ayaz
np24eDZFYN,Raja Zafar Iqbal
sPdOK7ZbWS,Malik Aurang Zaib Awan
95kY4EpMFV,Alhaj Muhammad Asad Bhatti
sOQYZLPRT8,Ashfaq Abbasi
ZffupIasEN,Ali Adrees
WoWTQ99lW1,M Zahid Aziz Alvi Advocate
1yhEdjHJeR,Asif Javeed
Ei1BOHNYbl,Sardar Naseer Ahmed
qzK9Ns7Xtt,Muhammad Zubair Kiani
sRpxL6Ydob,Saira Khatoon
fJAQfEPVEl,Wajid Hussain Mughal
v2c0PlwzPE,Chaudhry Hamad Afzal
xbTvHnmoV1,Sheikh Aftab Ahmed
U77ifQN55h,Malik Ameen Aslam Khan
DZadYl7KBT,Maj Ret Tahir Sadik
wdR7XoErcm,Qari Attique Ur Rehman
n8P1oDSt44,Israr Ahmed Sheikh
a7j9Noba60,Aqeel Shahzad
nXuCdGd6Ll,Haji Muhammad Gulzar Awan
oEkGH1Q1eT,Hafiz Saeed Ahmed
zyGDNHo5sC,Dilshad Hussain Shah
Rr0NrE2wrH,Nadeem Raza Khan
xCIsjU4maA,Syed Asad Abbas
jLLYM6ecUg,Malik Ihtebar Khan
MmRczRQgOM,Malik Sohail Khan
94vCEkrigR,Tahir Saddiq
EsPWmsPeNR,Arshad Mehmood
hcOFUCqdeC,Malik Mazhar Hussain
Sa1HAh4v4I,Muhammad Zain Ellahi
BaSVhtaLsH,Asif Ali Malik
SmWvYPYwI7,Sardar Muhammad Ali Khan
ZMDpnfCaEi,Sardar Saleem Haider
BDZ0tjWMMu,Malik Aurangzeb Awan
nqNctjey80,Mufti Taj Ud Din Rabani
DMGHpwmyCp,Maulana Umar Farooq Saddiqui
AxuxILXCPe,Qazi Shehzada Sultan Ul Haq
fvdKWmYFJh,Siraj Muhammad Khan
YJb5ZIcitv,Syed Zulfiqar Ali Shah
l2ZnXWa0zT,Masood Abbas
kQG8I25Fdh,Molana Hamid Ul Haq Haqqani
333TERu79E,Maj Ret. Liaqat Ali Shah Gailani
9oX4qWMZSF,Amin Akber
JeUNBmQeYg,Mian Shahenshah
stiLVbKhQP,Saeed Ullah
v6T5auYKAR,Khan Adil Ghaffar Khan Khattak
yjldxKNMTF,Javed Iqbal
EY0QH9yCaZ,Irshad Ali
lbbc0ZkUXv,Kamal Shah
MtzxVFpd0A,Iqbal Hussain
F4SSubh2Mz,Major Rtd Tahir Iqbal
RrB62ltKKB,Sardar Ghulam Abbas
GfnJtSdeOR,Raja Yassir Humayun Sarfraz
q1DcysTpfB,Raja Muhammad Sana Ul Haq Advocate
jCDsSzYNUj,Moulana Muhammad Ayaz
SQqpJOFaUQ,Peer Abdul Shakoor Naqsh Bandi
TwB7jHH00N,Hafiz Abdul Qadeer
E90fVQiW1O,Syed Mohammad Aal I Imran
FxIQy0PPT2,Haider Waqar Hussain
IZNRL0CnAs,Dr Muhammad Tufail
b8V8CzlW8R,Sardar Mumtaz Khan
IX92BmwGLD,Ch Parvez Elahi
Otfhn80dIN,Sardar Mansoor Hayat Tamman
6ymCGX7g75,Maqsood Begum
qOwA6vwAuo,Commander (Ret) Ayoub Malik
GMPDyl3xo8,Farooq Hussain Shah
Ta9u8XNzFP,Pathan Khan
hHAV8pZrPj,Malik Muhammad Irfan Hussain
tr0X4ztXlS,Muhammad Aamir
5XammFHQ1o,Hafiz Malik Muhammad Bashir
kk4tKfkMxV,Dr Maqsood Hayat Khan
W5NnHtOrfF,Tahir Malik
sgfes9XBtt,Zafar Iqbal
Qdp2lPORYF,Chaudhry Khadim Hussain
iD7iuXTalm,Choudhry Muhammad Saqlain
oxasaVYAdG,Choudhry Farrukh Altaf
FzKBVTk1JM,Raja Muhammad Afzal Khan
DYTqY0VebV,Raja Muhammad Nawaz Kayani
i0fxEOip93,Amjid Pervaiz
QmDwEkscie,Choudhry Shahbaz Hussain
k117CAlj4y,Asma Raza
lN8cyVSH7H,Arshad Iqbal
X6LQa4FBHt,Muhammad Aurangzeb Tariq
H4PpS4ENlN,Mehboob Elahi
Cxoo7EucAp,Waheed Ahmad
ZK2NMCbxwg,Muhammad Amir Shahid Saleem Mir
KbvoNFEsKe,Malik Iqbal Mehdi Khan
odvYutnS37,Mirza Saeed Mehmood Baig
80sUu3BBAj,Fawad Ahmad
3deEzvmcbR,Raja Muhammad Afzal Khan
0InL2duwcs,Tariq Javeed Janjua
lufOuOvmpf,Adeel Ahmad
B2xjJJzUxV,Zafar Iqbal Mughal
rWgzEL8R2d,Umar Shahid
q87LIVSdoF,Muhammad Zia Ul Haq
IzDbXwKO2a,Raja Amir Rasheed
4ag9VtHLJG,Mirza Muhammad Jameel Raza
FhjO4aIunn,Tahir Jamal Mir
s9l5mZXxVV,Agha Syed Sibtian Haider Sabzwari
MqRxLV6KjZ,Pir Muhammad Amin Ul Hasnat Shah
QNJmvb9adW,Nadeem Afzal Gondal
5UjzSaoBWH,Waseem Abbas
jMYkVkXtKo,Nasreen Fatima
69awDWHWJp,Muhammad Ibrahim Shah
euSzwfkN6n,Niaz Ahmad Kahoot
HuvJeSORHo,Yasir Furqan
FgsHxuYcK0,Saeed Ur Rehman
47zttbBHOA,Syed Farzand Ali Shah
TdJ09Imm7I,Rana Hafiz Abdul Jabbar Muavia
qWOF1xeBDp,Mohsin Shah Nawaz Ranjha
yBXe6mPKta,Ghias Ahmad Mela
V9dNTKKz1t,Madiha Mazhar Ali Ranjha
EnD1p2JxDg,Colonel Ejaz Hussain Minhas
